,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,PlayerID
122,123.0,AJ Dillon,GNB,RB,25.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,131.0,448.0,3.42,1.0,24.0,19.0,184.0,9.68,0.0,0.0,0.0,1.0,,,69.0,88.2,94.2,78.7,,37.0,,DillAJ00
123,124.0,Josh Downs,IND,WR,22.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,48.0,566.0,11.79,2.0,0.0,0.0,2.0,,,69.0,116.6,119.6,92.6,,45.0,,DownJo00
124,125.0,Drake London,ATL,WR,22.0,10.0,10.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,,0.0,68.0,45.0,565.0,12.56,2.0,0.0,0.0,2.0,,,69.0,114.4,117.4,91.9,,44.0,,LondDr00
125,126.0,James Conner,ARI,RB,28.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,104.0,526.0,5.06,2.0,18.0,14.0,36.0,2.57,0.0,0.0,0.0,2.0,,,68.0,82.2,85.2,75.2,,38.0,,ConnJa00
126,127.0,Jahan Dotson,WAS,WR,23.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.0,42.0,435.0,10.36,4.0,0.0,0.0,4.0,,,68.0,109.5,112.5,88.5,,46.0,,DotsJa00
127,128.0,Josh Reynolds,DET,WR,28.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41.0,27.0,438.0,16.22,4.0,1.0,1.0,4.0,,,66.0,92.8,96.8,79.3,,47.0,,ReynJo00
128,129.0,Jimmy Garoppolo,LVR,QB,32.0,6.0,6.0,110.0,168.0,1205.0,7.0,9.0,20.0,39.0,1.95,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,64.0,64.1,76.1,73.1,,31.0,,GaroJi00
129,130.0,Curtis Samuel,WAS,WR,27.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,5.0,1.0,63.0,47.0,443.0,9.43,2.0,0.0,0.0,3.0,,,64.0,111.3,114.3,87.8,,48.0,,SamuCu00
130,131.0,Kendrick Bourne,NWE,WR,28.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,55.0,37.0,406.0,10.97,4.0,1.0,1.0,4.0,,,63.0,100.0,104.0,81.5,,49.0,,BourKe00
131,132.0,Tommy DeVito,NYG,QB,25.0,5.0,3.0,66.0,105.0,697.0,7.0,3.0,21.0,83.0,3.95,1.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,,,62.0,62.2,69.2,65.2,,32.0,,DeViTo00
132,133.0,Will Levis,TEN,QB,24.0,5.0,5.0,91.0,152.0,1042.0,6.0,2.0,15.0,12.0,0.8,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,,61.0,60.9,66.9,62.9,,33.0,,LeviWi00
133,134.0,Tyler Boyd,CIN,WR,29.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,72.0,50.0,462.0,9.24,2.0,0.0,0.0,2.0,,,59.0,108.8,111.8,83.8,,50.0,,BoydTy00
134,135.0,Ezekiel Elliott,NWE,RB,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,377.0,3.97,2.0,26.0,20.0,114.0,5.7,0.0,1.0,1.0,2.0,,,59.0,79.1,86.1,69.1,,39.0,,ElliEz00
135,136.0,Kyler Murray,ARI,QB,26.0,3.0,3.0,66.0,107.0,719.0,2.0,2.0,14.0,86.0,6.14,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,3.0,,,59.0,59.4,64.4,61.4,,34.0,,MurrKy00
136,137.0,Aaron Jones,GNB,RB,29.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,66.0,245.0,3.71,2.0,30.0,19.0,169.0,8.89,1.0,2.0,1.0,3.0,,,57.0,76.4,83.4,66.9,,40.0,,JoneAa00
137,138.0,Daniel Jones,NYG,QB,26.0,6.0,6.0,108.0,160.0,909.0,2.0,6.0,40.0,206.0,5.15,1.0,0.0,0.0,0.0,,0.0,4.0,1.0,1.0,,,57.0,57.0,70.0,63.0,,35.0,,JoneDa05
138,139.0,Logan Thomas,WAS,TE,32.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,62.0,45.0,424.0,9.42,3.0,2.0,2.0,3.0,,,57.0,101.6,106.6,79.1,,13.0,,ThomLo00
139,140.0,Latavius Murray,BUF,RB,33.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,70.0,280.0,4.0,3.0,20.0,16.0,98.0,6.13,0.0,0.0,0.0,3.0,,,56.0,71.8,74.8,63.8,,41.0,,MurrLa00
140,141.0,Michael Wilson,ARI,WR,23.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,28.0,435.0,15.54,2.0,0.0,0.0,2.0,,,56.0,83.5,86.5,69.5,,51.0,,WilsMi02
141,142.0,Aidan O'Connell,LVR,QB,25.0,6.0,5.0,113.0,178.0,1194.0,4.0,6.0,6.0,9.0,1.5,1.0,0.0,0.0,0.0,,0.0,4.0,2.0,1.0,,,55.0,54.7,65.7,60.7,,36.0,,OConAi00
142,143.0,Jaleel McLaughlin,DEN,RB,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,281.0,5.98,1.0,21.0,19.0,83.0,4.37,2.0,0.0,0.0,3.0,,,54.0,73.4,76.4,63.9,,42.0,,McLaJa00
143,144.0,K.J. Osborn,MIN,WR,26.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,36.0,418.0,11.61,2.0,1.0,0.0,2.0,,,54.0,89.8,92.8,71.8,,52.0,,OsboKJ00
144,145.0,Tyson Bagent,CHI,QB,23.0,5.0,4.0,94.0,143.0,859.0,3.0,6.0,23.0,109.0,4.74,2.0,0.0,0.0,0.0,,0.0,3.0,2.0,2.0,,,53.0,53.3,67.3,59.3,,37.0,,BageTy00
145,146.0,Dallas Goedert,PHI,TE,28.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,52.0,38.0,410.0,10.79,2.0,0.0,0.0,2.0,,,53.0,91.0,94.0,72.0,,14.0,,GoedDa00
146,147.0,Rondale Moore,ARI,WR,23.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,156.0,6.78,1.0,45.0,28.0,254.0,9.07,1.0,0.0,0.0,2.0,,,53.0,81.0,87.0,67.0,,53.0,,MoorRo02
147,148.0,Cade Otton,TAM,TE,24.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,38.0,348.0,9.16,3.0,1.0,1.0,3.0,1.0,,53.0,90.8,94.8,71.8,,15.0,,OttoCa00
148,149.0,Samaje Perine,DEN,RB,28.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,173.0,4.81,1.0,37.0,33.0,337.0,10.21,0.0,3.0,2.0,1.0,,,53.0,86.0,94.0,69.5,,43.0,,PeriSa00
149,150.0,Khalil Shakir,BUF,WR,23.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.0,25.0,410.0,16.4,2.0,1.0,0.0,2.0,,,53.0,78.0,81.0,65.5,,54.0,,ShakKh00
150,151.0,Jaxon Smith-Njigba,SEA,WR,21.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.0,38.0,406.0,10.68,2.0,0.0,0.0,2.0,,,53.0,90.6,93.6,71.6,,56.0,,SmitJa06
151,152.0,Christian Watson,GNB,WR,24.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,0.0,44.0,21.0,351.0,16.71,3.0,0.0,0.0,3.0,,,53.0,73.7,76.7,63.2,,55.0,,WatsCh00
152,153.0,Antonio Gibson,WAS,RB,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,158.0,4.39,0.0,39.0,33.0,285.0,8.64,2.0,3.0,2.0,2.0,,,52.0,85.3,93.3,68.8,,44.0,,GibsAn00
153,154.0,Justice Hill,BAL,RB,26.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,66.0,290.0,4.39,3.0,18.0,16.0,73.0,4.56,0.0,1.0,1.0,3.0,,,52.0,68.3,72.3,60.3,,45.0,,HillJu00
154,155.0,Jonnu Smith,ATL,TE,28.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,35.0,423.0,12.09,2.0,1.0,1.0,2.0,,,52.0,87.3,91.3,69.8,,16.0,,SmitJo01
155,156.0,Odell Beckham Jr.,BAL,WR,31.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,27.0,408.0,15.11,2.0,1.0,1.0,2.0,,,51.0,77.8,81.8,64.3,,57.0,,BeckOd00
156,157.0,Ryan Tannehill,TEN,QB,35.0,6.0,6.0,98.0,158.0,1128.0,2.0,6.0,12.0,40.0,3.33,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,1.0,,,51.0,51.1,60.1,57.1,,38.0,,TannRy00
157,158.0,Michael Thomas,NOR,WR,30.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,39.0,448.0,11.49,1.0,0.0,0.0,1.0,,,51.0,89.8,92.8,70.3,,58.0,,ThomMi05
158,159.0,Noah Brown,HOU,WR,27.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,28.0,21.0,439.0,20.9,1.0,0.0,0.0,1.0,,,50.0,70.8,73.8,60.3,,60.0,,BrowNo00
159,160.0,Rico Dowdle,DAL,RB,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,246.0,4.24,1.0,11.0,10.0,69.0,6.9,2.0,0.0,0.0,3.0,,,50.0,59.5,62.5,54.5,,47.0,,DowdRi01
160,161.0,Evan Engram,JAX,TE,29.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,82.0,64.0,524.0,8.19,0.0,2.0,1.0,0.0,,,50.0,114.4,118.4,82.4,,17.0,,EngrEv00
161,162.0,Jerry Jeudy,DEN,WR,24.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,37.0,440.0,11.89,1.0,1.0,0.0,1.0,,,50.0,87.0,90.0,68.5,,59.0,,JeudJe00
162,163.0,Joshua Kelley,LAC,RB,26.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,88.0,360.0,4.09,2.0,8.0,5.0,17.0,3.4,0.0,0.0,0.0,2.0,,,50.0,54.7,57.7,52.2,,46.0,,KellJo01
163,164.0,Kyle Pitts,ATL,TE,23.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0,60.0,37.0,441.0,11.92,1.0,0.0,0.0,1.0,,,50.0,86.7,89.7,68.2,,18.0,,PittKy00
164,165.0,Darius Slayton,NYG,WR,26.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,32.0,435.0,13.59,1.0,0.0,0.0,1.0,,,50.0,81.5,84.5,65.5,,61.0,,SlayDa01
165,166.0,Khalil Herbert,CHI,RB,25.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,73.0,331.0,4.53,0.0,23.0,14.0,103.0,7.36,1.0,1.0,1.0,1.0,1.0,,49.0,63.4,70.4,56.4,,48.0,,HerbKh00
166,167.0,Dameon Pierce,HOU,RB,23.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,114.0,341.0,2.99,1.0,13.0,10.0,88.0,8.8,0.0,0.0,0.0,1.0,,,49.0,58.9,61.9,53.9,,50.0,,PierDa01
167,168.0,Kalif Raymond,DET,WR,29.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,11.6,0.0,34.0,26.0,372.0,14.31,1.0,0.0,0.0,1.0,,,49.0,75.0,78.0,62.0,,62.0,,RaymKa00
168,169.0,Tyjae Spears,TEN,RB,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,254.0,5.08,1.0,40.0,29.0,179.0,6.17,0.0,0.0,0.0,1.0,,,49.0,78.3,84.3,63.8,,49.0,,SpeaTy00
169,170.0,Hunter Henry,NWE,TE,29.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.0,30.0,298.0,9.93,3.0,1.0,0.0,3.0,,,48.0,77.8,80.8,62.8,,19.0,,HenrHu00
170,171.0,Cooper Kupp,LAR,WR,30.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,27.0,393.0,14.56,1.0,0.0,0.0,1.0,1.0,,47.0,74.3,77.3,60.8,,63.0,,KuppCo00
171,172.0,Nelson Agholor,BAL,WR,30.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,20.0,282.0,14.1,3.0,1.0,0.0,3.0,,,46.0,66.2,69.2,56.2,,64.0,,AghoNe00
172,173.0,Keaton Mitchell,BAL,RB,21.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,269.0,9.28,2.0,7.0,6.0,70.0,11.67,0.0,0.0,0.0,2.0,,,46.0,51.9,54.9,48.9,,51.0,,MitcKe01
173,174.0,Nick Westbrook-Ikhine,TEN,WR,26.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,24.0,281.0,11.71,3.0,0.0,0.0,3.0,,,46.0,70.1,73.1,58.1,,65.0,,WestNi00
174,175.0,Tyler Higbee,LAR,TE,30.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,32.0,332.0,10.38,2.0,0.0,0.0,2.0,,,45.0,77.2,80.2,61.2,,20.0,,HigbTy00
175,176.0,Tee Higgins,CIN,WR,24.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,27.0,328.0,12.15,2.0,0.0,0.0,2.0,,,45.0,71.8,74.8,58.3,,67.0,,HiggTe00
176,177.0,Diontae Johnson,PIT,WR,27.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,30.0,385.0,12.83,1.0,0.0,0.0,1.0,,,45.0,74.5,77.5,59.5,,68.0,,JohnDi01
177,178.0,Elijah Moore,CLE,WR,23.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,1.22,0.0,73.0,43.0,418.0,9.72,1.0,2.0,2.0,1.0,,,45.0,87.9,92.9,66.4,,66.0,,MoorEl00
178,179.0,DJ Chark,CAR,WR,27.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,20.0,263.0,13.15,3.0,0.0,0.0,3.0,,,44.0,64.3,67.3,54.3,,69.0,,CharDJ00
179,180.0,Miles Sanders,CAR,RB,26.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,97.0,302.0,3.11,1.0,33.0,21.0,120.0,5.71,0.0,2.0,2.0,1.0,,,44.0,65.2,73.2,54.7,,52.0,,SandMi01
180,181.0,Darren Waller,NYG,TE,31.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,36.0,384.0,10.67,1.0,0.0,0.0,1.0,,,44.0,80.4,83.4,62.4,,21.0,,WallDa01
181,182.0,KaVontae Turpin,DAL,WR,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,9.88,1.0,13.0,10.0,113.0,11.3,3.0,1.0,0.0,4.0,,,43.0,53.2,56.2,48.2,,70.0,,TurpKa00
182,183.0,Justin Watson,KAN,WR,27.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,20.0,332.0,16.6,2.0,1.0,1.0,2.0,,,43.0,63.2,67.2,53.2,,71.0,,WatsJu01
183,184.0,Demario Douglas,NWE,WR,23.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,7.25,0.0,55.0,36.0,410.0,11.39,0.0,3.0,1.0,0.0,,,42.0,77.9,81.9,59.9,,72.0,,DougDe00
184,185.0,Michael Gallup,DAL,WR,27.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46.0,28.0,357.0,12.75,1.0,0.0,0.0,1.0,,,42.0,69.7,72.7,55.7,,73.0,,GallMi00
185,186.0,Roschon Johnson,CHI,RB,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,232.0,4.3,1.0,28.0,24.0,131.0,5.46,0.0,1.0,0.0,1.0,,,42.0,66.3,72.3,54.3,,53.0,,JohnRo07
186,187.0,Darnell Mooney,CHI,WR,26.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,42.0,25.0,351.0,14.04,1.0,0.0,0.0,1.0,,,42.0,66.6,69.6,54.1,,75.0,,MoonDa00
187,188.0,Josh Palmer,LAC,WR,24.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,23.0,377.0,16.39,1.0,1.0,1.0,1.0,,,42.0,64.7,68.7,53.2,,74.0,,PalmJo00
188,189.0,Donald Parham,LAC,TE,26.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,19.0,179.0,9.42,4.0,0.0,0.0,4.0,,,42.0,60.9,63.9,51.4,,22.0,,ParhDo00
189,190.0,Zach Charbonnet,SEA,RB,22.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,308.0,4.6,0.0,27.0,23.0,103.0,4.48,0.0,0.0,0.0,0.0,,,41.0,64.1,70.1,52.6,,55.0,,CharZa00
190,191.0,Tyler Conklin,NYJ,TE,28.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,39.0,414.0,10.62,0.0,0.0,0.0,0.0,,,41.0,80.4,83.4,60.9,,23.0,,ConkTy00
191,192.0,Royce Freeman,LAR,RB,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,292.0,4.63,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,,,41.0,41.2,44.2,41.2,,54.0,,FreeRo00
192,193.0,Kenneth Gainwell,PHI,RB,24.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,202.0,3.54,2.0,22.0,18.0,88.0,4.89,0.0,2.0,1.0,2.0,1.0,,41.0,59.0,63.0,50.0,,56.0,,GainKe00
193,194.0,Tyrod Taylor,NYG,QB,34.0,7.0,3.0,57.0,87.0,579.0,2.0,0.0,22.0,98.0,4.45,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,,41.0,41.0,44.0,41.0,,39.0,,TaylTy00
194,195.0,Luke Musgrave,GNB,TE,23.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.0,33.0,341.0,10.33,1.0,0.0,0.0,1.0,,,40.0,73.1,76.1,56.6,,24.0,,MusgLu00
195,196.0,Gerald Everett,LAC,TE,29.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,31.0,25.0,210.0,8.4,3.0,2.0,0.0,3.0,,,39.0,64.4,67.4,51.9,,25.0,,EverGe00
196,197.0,Marvin Mims,DEN,WR,21.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1.67,0.0,21.0,15.0,282.0,18.8,1.0,1.0,1.0,2.0,,,39.0,54.2,58.2,46.7,,76.0,,MimsMa00
197,198.0,Robert Woods,HOU,WR,31.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.0,30.0,326.0,10.87,1.0,0.0,0.0,1.0,,,39.0,68.6,71.6,53.6,,77.0,,WoodRo02
198,199.0,Dontayvion Wicks,GNB,WR,22.0,10.0,2.0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,20.0,331.0,16.55,1.0,2.0,1.0,1.0,,,38.0,57.8,61.8,47.8,,78.0,,WickDo00
199,200.0,Taylor Heinicke,ATL,QB,30.0,3.0,2.0,41.0,74.0,498.0,3.0,1.0,9.0,68.0,7.56,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,37.0,36.7,40.7,37.7,,40.0,,HeinTa00
200,201.0,Jerick McKinnon,KAN,RB,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,2.31,0.0,26.0,19.0,155.0,8.16,3.0,0.0,0.0,3.0,,,37.0,55.5,58.5,46.0,,57.0,,McKiJe00
201,202.0,Cam Akers,2TM,RB,24.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,167.0,2.78,2.0,12.0,11.0,70.0,6.36,0.0,0.0,0.0,2.0,,,36.0,46.7,49.7,41.2,,58.0,,AkerCa00
202,203.0,Jake Bobo,SEA,WR,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,18.0,14.0,162.0,11.57,2.0,0.0,0.0,3.0,,,35.0,48.5,51.5,41.5,,82.0,,BoboJa00
203,204.0,Allen Lazard,NYJ,WR,28.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41.0,20.0,290.0,14.5,1.0,0.0,0.0,1.0,,,35.0,55.0,58.0,45.0,,81.0,,LazaAl00
204,205.0,Trey Palmer,TAM,WR,22.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,43.0,25.0,227.0,9.08,2.0,1.0,0.0,2.0,,,35.0,60.3,63.3,47.8,,79.0,,PalmTr00
205,206.0,Wan'Dale Robinson,NYG,WR,22.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,4.5,0.0,45.0,36.0,265.0,7.36,1.0,0.0,0.0,1.0,,,35.0,71.2,74.2,53.2,,80.0,,RobiWa01
206,207.0,Darrell Henderson,LAR,RB,26.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,112.0,2.43,2.0,14.0,10.0,103.0,10.3,0.0,0.0,0.0,2.0,,,34.0,43.5,49.5,38.5,,59.0,,HendDa00
207,208.0,Emari Demercado,ARI,RB,24.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,210.0,4.04,1.0,16.0,12.0,64.0,5.33,0.0,0.0,0.0,1.0,,,33.0,45.4,48.4,39.4,,60.0,,DemeEm00
208,209.0,Jalin Hyatt,NYG,WR,22.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,17.0,330.0,19.41,0.0,1.0,0.0,0.0,,,33.0,50.0,53.0,41.5,,83.0,,HyatJa00
209,210.0,Michael Mayer,LVR,TE,22.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,33.0,22.0,251.0,11.41,1.0,0.0,0.0,1.0,1.0,,33.0,55.1,58.1,44.1,,26.0,,MayeMi00
210,211.0,Brandon Powell,MIN,WR,28.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,3.4,0.0,34.0,25.0,269.0,10.76,1.0,1.0,1.0,1.0,,,33.0,57.6,61.6,45.1,,84.0,,PoweBr00
211,212.0,Chris Moore,TEN,WR,30.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,19.5,0.0,20.0,12.0,280.0,23.33,0.0,1.0,0.0,0.0,,,32.0,43.9,46.9,37.9,,86.0,,MoorCh00
212,213.0,Skyy Moore,KAN,WR,23.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,7.67,0.0,35.0,20.0,239.0,11.95,1.0,0.0,0.0,1.0,,,32.0,52.2,55.2,42.2,,85.0,,MoorSk01
213,214.0,Rashod Bateman,BAL,WR,24.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.0,36.0,22.0,236.0,10.73,1.0,0.0,0.0,1.0,,,31.0,53.4,56.4,42.4,,87.0,,BateRa00
214,215.0,Ty Chandler,MIN,RB,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,168.0,4.54,1.0,12.0,10.0,83.0,8.3,0.0,0.0,0.0,1.0,,,31.0,41.1,44.1,36.1,,61.0,,ChanTy01
215,216.0,Noah Gray,KAN,TE,24.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,28.0,21.0,244.0,11.62,1.0,0.0,0.0,1.0,,,31.0,51.5,54.5,41.0,,27.0,,GrayNo00
216,217.0,Mike Williams,LAC,WR,29.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,26.0,19.0,249.0,13.11,1.0,0.0,0.0,1.0,,,31.0,50.2,53.2,40.7,,88.0,,WillMi07
217,218.0,Pat Freiermuth,PIT,TE,25.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,18.0,180.0,10.0,2.0,0.0,0.0,2.0,,,30.0,48.0,51.0,39.0,,28.0,,FreiPa00
218,219.0,Brandon Johnson,DEN,WR,25.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,122.0,15.25,3.0,0.0,0.0,3.0,,,30.0,38.2,41.2,34.2,,90.0,,JohnBr23
219,220.0,Jameson Williams,DET,WR,22.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,12.0,184.0,15.33,2.0,0.0,0.0,2.0,,,30.0,42.4,45.4,36.4,,89.0,,WillJa11
220,221.0,Jonathan Mingo,CAR,WR,22.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.0,28.0,286.0,10.21,0.0,0.0,0.0,0.0,,,29.0,56.6,59.6,42.6,,94.0,,MingJo00
221,222.0,Alec Pierce,IND,WR,23.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39.0,22.0,291.0,13.23,0.0,0.0,0.0,0.0,,,29.0,51.1,54.1,40.1,,91.0,,PierAl00
222,223.0,Marquez Valdes-Scantling,KAN,WR,29.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,15.0,248.0,16.53,1.0,1.0,1.0,1.0,,,29.0,43.8,47.8,36.3,,93.0,,ValdMa00
223,224.0,Cedrick Wilson Jr.,MIA,WR,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,12.0,171.0,14.25,2.0,0.0,0.0,2.0,,,29.0,41.1,44.1,35.1,,92.0,,WilsCe01
224,225.0,Trenton Irwin,CIN,WR,28.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,17.0,216.0,12.71,1.0,2.0,0.0,1.0,,,28.0,44.6,47.6,36.1,,95.0,,IrwiTr00
225,226.0,Salvon Ahmed,MIA,RB,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,61.0,2.77,1.0,23.0,16.0,88.0,5.5,1.0,0.0,0.0,2.0,,,27.0,42.9,42.9,34.9,,62.0,,AhmeSa01
226,227.0,Braxton Berrios,MIA,WR,28.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,26.0,20.0,194.0,9.7,1.0,1.0,0.0,1.0,,,27.0,46.5,49.5,36.5,,96.0,,BerrBr00
