,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,PlayerID
227,228.0,Andrew Ogletree,IND,TE,25.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,9.0,147.0,16.33,2.0,0.0,0.0,2.0,,,27.0,35.7,38.7,31.2,,29.0,,OgleAn00
228,229.0,Calvin Austin,PIT,WR,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,3.75,0.0,27.0,16.0,170.0,10.63,1.0,0.0,0.0,1.0,,,26.0,42.0,45.0,34.0,,97.0,,AustCa00
229,230.0,Matt Breida,NYG,RB,28.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,125.0,2.5,1.0,17.0,14.0,74.0,5.29,0.0,1.0,0.0,1.0,,,26.0,39.9,42.9,32.9,,63.0,,BreiMa00
230,231.0,Noah Fant,SEA,TE,26.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,19.0,261.0,13.74,0.0,0.0,0.0,0.0,,,26.0,45.1,48.1,35.6,,31.0,,FantNo00
231,232.0,Chigoziem Okonkwo,TEN,TE,24.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,48.0,32.0,251.0,7.84,0.0,0.0,0.0,0.0,,,26.0,57.5,60.5,41.5,,32.0,,OkonCh00
232,233.0,Tommy Tremble,CAR,TE,23.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,13.0,84.0,6.46,3.0,0.0,0.0,3.0,,,26.0,39.4,39.4,32.9,,30.0,,TremTo00
233,234.0,Zach Ertz,ARI,TE,33.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43.0,27.0,187.0,6.93,1.0,0.0,0.0,1.0,,,25.0,51.7,54.7,38.2,,33.0,,ErtzZa00
234,235.0,Isaiah Hodgins,NYG,WR,25.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,15.0,154.0,10.27,2.0,1.0,1.0,2.0,,,25.0,40.4,44.4,32.9,,98.0,,HodgIs00
235,236.0,Mack Hollins,ATL,WR,30.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,17.0,247.0,14.53,0.0,0.0,0.0,0.0,,,25.0,41.7,44.7,33.2,,100.0,,HollMa00
236,237.0,Quentin Johnston,LAC,WR,22.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,37.0,21.0,190.0,9.05,1.0,0.0,0.0,1.0,,,25.0,46.2,49.2,35.7,,99.0,,JohnQu02
237,238.0,Tony Jones,2TM,RB,26.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,95.0,3.65,2.0,10.0,7.0,37.0,5.29,0.0,0.0,0.0,2.0,,,25.0,32.2,32.2,28.7,,64.0,,JoneTo04
238,239.0,Jordan Mason,SFO,RB,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,117.0,5.57,2.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,2.0,,,25.0,26.0,29.0,25.5,,66.0,,MasoJo00
239,240.0,Craig Reynolds,DET,RB,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,179.0,4.37,1.0,5.0,5.0,47.0,9.4,0.0,2.0,2.0,1.0,,,25.0,29.6,34.6,27.1,,67.0,,ReynCr00
240,241.0,Pierre Strong,CLE,RB,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,153.0,4.37,1.0,4.0,3.0,38.0,12.67,0.0,0.0,0.0,1.0,,,25.0,28.1,31.1,26.6,,65.0,,StroPi00
241,242.0,Adam Trautman,DEN,TE,26.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,16.0,125.0,7.81,2.0,0.0,0.0,2.0,,,25.0,40.5,43.5,32.5,,34.0,,TrauAd00
242,243.0,Andy Dalton,CAR,QB,36.0,3.0,1.0,34.0,58.0,361.0,2.0,0.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,24.0,23.6,26.6,23.6,,41.0,,DaltAn00
243,244.0,Mike Gesicki,NWE,TE,28.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,21.0,182.0,8.67,1.0,0.0,0.0,1.0,,,24.0,45.2,48.2,34.7,,36.0,,GesiMi00
244,245.0,Kylen Granson,IND,TE,25.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,17.0,175.0,10.29,1.0,0.0,0.0,1.0,,,24.0,40.5,43.5,32.0,,37.0,,GranKy00
245,246.0,Hayden Hurst,CAR,TE,30.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,18.0,184.0,10.22,1.0,0.0,0.0,1.0,,,24.0,42.4,45.4,33.4,,35.0,,HursHa00
246,247.0,Olamide Zaccheaus,PHI,WR,26.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,7.0,116.0,16.57,2.0,0.0,0.0,2.0,,,24.0,30.6,33.6,27.1,,101.0,,ZaccOl01
247,248.0,Dyami Brown,WAS,WR,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,11.0,168.0,15.27,1.0,0.0,0.0,1.0,,,23.0,33.8,36.8,28.3,,102.0,,BrowDy00
248,249.0,Jake Browning,CIN,QB,27.0,3.0,1.0,27.0,41.0,295.0,2.0,1.0,8.0,48.0,6.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,23.0,22.6,23.6,23.6,,42.0,,BrowJa08
249,250.0,Pharaoh Brown,NWE,TE,29.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,7.0,170.0,24.29,1.0,0.0,0.0,1.0,,,23.0,30.0,33.0,26.5,,38.0,,BrowPh01
250,251.0,Clyde Edwards-Helaire,KAN,RB,24.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,134.0,3.53,1.0,7.0,6.0,36.0,6.0,0.0,0.0,0.0,1.0,,,23.0,29.0,32.0,26.0,,68.0,,EdwaCl00
251,252.0,Darrynton Evans,2TM,RB,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,121.0,3.78,1.0,12.0,7.0,49.0,7.0,0.0,0.0,0.0,1.0,,,23.0,30.0,33.0,26.5,,69.0,,EvanDa02
252,253.0,Zay Jones,JAX,WR,28.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,13.0,108.0,8.31,2.0,0.0,0.0,2.0,,,23.0,35.8,38.8,29.3,,103.0,,JoneZa00
253,254.0,Josh Oliver,MIN,TE,26.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,16.0,118.0,7.38,2.0,1.0,1.0,2.0,,,22.0,37.8,41.8,29.8,,39.0,,OlivJo00
254,255.0,JuJu Smith-Schuster,NWE,WR,27.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,24.0,159.0,6.63,1.0,0.0,0.0,1.0,,,22.0,45.9,48.9,33.9,,106.0,,SmitJu00
255,256.0,Jalen Tolbert,DAL,WR,24.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,16.0,183.0,11.44,1.0,1.0,1.0,1.0,,,22.0,38.3,42.3,30.3,,105.0,,TolbJa00
256,257.0,Tre Tucker,LVR,WR,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,63.0,9.0,0.0,18.0,8.0,161.0,20.13,0.0,0.0,0.0,0.0,,,22.0,30.4,33.4,26.4,,104.0,,TuckTr00
257,258.0,Dalvin Cook,NYJ,RB,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,162.0,3.24,0.0,16.0,12.0,66.0,5.5,0.0,1.0,1.0,0.0,,,21.0,32.8,36.8,26.8,,70.0,,CookDa01
258,259.0,Jamison Crowder,WAS,WR,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,15.0,151.0,10.07,1.0,1.0,0.0,1.0,,,21.0,36.1,39.1,28.6,,107.0,,CrowJa00
259,260.0,D'Ernest Johnson,JAX,RB,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,86.0,3.31,0.0,8.0,7.0,119.0,17.0,0.0,0.0,0.0,0.0,,,21.0,27.5,30.5,24.0,,71.0,,JohnDE04
260,261.0,Hunter Renfrow,LVR,WR,28.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,22.0,209.0,9.5,0.0,0.0,0.0,0.0,,,21.0,42.9,45.9,31.9,,108.0,,RenfHu00
261,262.0,Kadarius Toney,KAN,WR,24.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,1.13,0.0,30.0,22.0,139.0,6.32,1.0,1.0,0.0,1.0,,,21.0,42.8,45.8,31.8,,109.0,,ToneKa00
262,263.0,KhaDarel Hodge,ATL,WR,28.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,11.0,199.0,18.09,0.0,1.0,0.0,0.0,,,20.0,30.9,33.9,25.4,,112.0,,HodgKh00
263,264.0,Jauan Jennings,SFO,WR,26.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,14.0,196.0,14.0,0.0,0.0,0.0,0.0,,,20.0,33.6,36.6,26.6,,113.0,,JennJa00
264,265.0,Juwan Johnson,NOR,TE,27.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,18.0,142.0,7.89,1.0,0.0,0.0,1.0,,,20.0,38.2,41.2,29.2,,40.0,,JohnJu02
265,266.0,Scott Miller,ATL,WR,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,8.0,80.0,10.0,2.0,0.0,0.0,2.0,,,20.0,28.0,28.0,24.0,,110.0,,MillSc01
266,267.0,DeVante Parker,NWE,WR,30.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.0,18.0,200.0,11.11,0.0,0.0,0.0,0.0,,,20.0,38.0,41.0,29.0,,111.0,,ParkDe01
267,268.0,Drew Sample,CIN,TE,27.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,11.0,82.0,7.45,2.0,0.0,0.0,2.0,,,20.0,31.2,31.2,25.7,,41.0,,SampDr00
268,269.0,Dorian Thompson-Robinson,CLE,QB,24.0,5.0,3.0,58.0,109.0,429.0,1.0,4.0,12.0,65.0,5.42,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,,20.0,19.7,26.7,23.7,,44.0,,ThomDo02
269,270.0,P.J. Walker,CLE,QB,28.0,6.0,2.0,54.0,111.0,674.0,1.0,5.0,13.0,30.0,2.31,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,0.0,,,20.0,20.0,30.0,25.0,,43.0,,WalkPh00
270,271.0,Nick Chubb,CLE,RB,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,170.0,6.07,0.0,4.0,4.0,21.0,5.25,0.0,0.0,0.0,0.0,,,19.0,23.1,26.1,21.1,,73.0,,ChubNi00
271,272.0,Tanner Hudson,CIN,TE,29.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,22.0,193.0,8.77,0.0,0.0,0.0,0.0,,,19.0,41.3,44.3,30.3,,42.0,,HudsTa00
272,273.0,Kyle Juszczyk,SFO,RB,32.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.2,0.0,10.0,8.0,65.0,8.13,2.0,0.0,0.0,2.0,,,19.0,27.1,27.1,23.1,,74.0,,JuszKy00
273,274.0,Kendre Miller,NOR,RB,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,83.0,2.96,0.0,10.0,9.0,111.0,12.33,0.0,0.0,0.0,0.0,,,19.0,28.4,31.4,23.9,,72.0,,MillKe01
274,275.0,Allen Robinson,PIT,WR,30.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,23.0,185.0,8.04,0.0,0.0,0.0,0.0,,,19.0,41.5,44.5,30.0,,114.0,,RobiAl02
275,276.0,Derius Davis,LAC,WR,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,8.22,0.0,13.0,12.0,44.0,3.67,0.0,2.0,0.0,1.0,,,18.0,29.8,29.8,23.8,,115.0,,DaviDe02
276,277.0,Dawson Knox,BUF,TE,27.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,15.0,102.0,6.8,1.0,0.0,0.0,1.0,1.0,,18.0,33.2,36.2,25.7,,43.0,,KnoxDa00
277,278.0,Foster Moreau,NOR,TE,26.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,11.0,115.0,10.45,1.0,0.0,0.0,1.0,,,18.0,28.5,31.5,23.0,,45.0,,MoreFo00
278,279.0,Durham Smythe,MIA,TE,28.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,18.0,178.0,9.89,0.0,0.0,0.0,0.0,,,18.0,35.8,38.8,26.8,,44.0,,SmytDu00
279,280.0,Robbie Chosen,MIA,WR,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,107.0,35.67,1.0,0.0,0.0,1.0,,,17.0,19.7,22.7,18.2,,119.0,,AndeRo04
280,281.0,Tank Bigsby,JAX,RB,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,86.0,2.39,2.0,4.0,1.0,6.0,6.0,0.0,2.0,2.0,2.0,,,17.0,18.2,20.2,17.7,,75.0,,BigsTa00
281,282.0,Greg Dortch,ARI,WR,25.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,10.0,105.0,10.5,1.0,0.0,0.0,1.0,,,17.0,26.5,29.5,21.5,,120.0,,DortGr01
282,283.0,Damien Harris,BUF,RB,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,94.0,4.09,1.0,2.0,2.0,16.0,8.0,0.0,0.0,0.0,1.0,,,17.0,19.0,19.0,18.0,,76.0,,HarrDa06
283,284.0,Deonte Harty,BUF,WR,26.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,13.0,113.0,8.69,1.0,1.0,0.0,1.0,,,17.0,30.3,33.3,23.8,,116.0,,HarrDe07
284,285.0,Van Jefferson,2TM,WR,27.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,31.0,14.0,164.0,11.71,0.0,0.0,0.0,0.0,,,17.0,30.8,33.8,23.8,,117.0,,JeffVa00
285,286.0,Luke Schoonmaker,DAL,TE,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,6.0,49.0,8.17,2.0,0.0,0.0,2.0,,,17.0,22.9,22.9,19.9,,46.0,,SchoLu00
286,287.0,Deven Thompkins,TAM,WR,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,10.0,0.0,21.0,14.0,78.0,5.57,1.0,3.0,1.0,1.0,,,17.0,30.8,31.8,23.8,,118.0,,ThomDe07
287,288.0,Jamaal Williams,NOR,RB,28.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,137.0,2.91,0.0,9.0,8.0,28.0,3.5,0.0,1.0,0.0,0.0,,,17.0,24.5,27.5,20.5,,77.0,,WillJa06
288,289.0,Mo Alie-Cox,IND,TE,30.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,6.0,102.0,17.0,1.0,0.0,0.0,1.0,,,16.0,22.2,25.2,19.2,,47.0,,AlieMo00
289,290.0,Andrei Iosivas,CIN,WR,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,5.0,39.0,7.8,2.0,0.0,0.0,2.0,,,16.0,20.9,20.9,18.4,,121.0,,IosiAn00
290,291.0,Daniel Bellinger,NYG,TE,23.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,13.0,145.0,11.15,0.0,0.0,0.0,0.0,,,15.0,27.5,30.5,21.0,,51.0,,BellDa00
291,292.0,River Cracraft,MIA,WR,29.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,87.0,14.5,1.0,0.0,0.0,1.0,,,15.0,20.7,20.7,17.7,,122.0,,CracRi00
292,293.0,Connor Heyward,PIT,TE,24.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,19.0,148.0,7.79,0.0,0.0,0.0,0.0,,,15.0,33.8,36.8,24.3,,50.0,,HeywCo00
293,294.0,Austin Hooper,LVR,TE,29.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,15.0,149.0,9.93,0.0,0.0,0.0,0.0,,,15.0,29.9,32.9,22.4,,49.0,,HoopAu00
294,295.0,Colby Parkinson,SEA,TE,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,14.0,150.0,10.71,0.0,0.0,0.0,0.0,,,15.0,29.0,32.0,22.0,,48.0,,ParkCo02
295,296.0,Kyle Philips,TEN,WR,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,13.0,166.0,12.77,0.0,1.0,1.0,0.0,,,15.0,27.6,31.6,21.1,,123.0,,PhilKy01
296,297.0,Jeff Wilson,MIA,RB,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,85.0,4.72,0.0,10.0,9.0,67.0,7.44,0.0,0.0,0.0,0.0,,,15.0,24.2,24.2,19.7,,78.0,,WilsJe01
297,298.0,Treylon Burks,TEN,WR,23.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,0.0,18.0,8.0,122.0,15.25,0.0,0.0,0.0,0.0,,,14.0,21.6,24.6,17.6,,124.0,,BurkTr00
298,299.0,Michael Carter,2TM,RB,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,57.0,4.75,0.0,24.0,19.0,83.0,4.37,0.0,0.0,0.0,0.0,,,14.0,33.0,33.0,23.5,,80.0,,CartMi03
299,300.0,Xavier Gipson,NYJ,WR,22.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,8.5,0.0,11.0,7.0,82.0,11.71,0.0,4.0,2.0,1.0,,,14.0,20.6,22.6,17.1,,125.0,,GipsXa00
300,301.0,Ty Johnson,BUF,RB,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,3.2,0.0,3.0,3.0,47.0,15.67,1.0,0.0,0.0,1.0,,,14.0,16.9,16.9,15.4,,81.0,,JohnTy02
301,302.0,Ray-Ray McCloud,SFO,WR,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11.5,0.0,11.0,9.0,113.0,12.56,0.0,1.0,0.0,0.0,,,14.0,22.6,25.6,18.1,,126.0,,McClRa00
302,303.0,Elijah Mitchell,SFO,RB,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,136.0,3.32,0.0,6.0,4.0,-1.0,-0.25,0.0,0.0,0.0,0.0,,,14.0,17.5,20.5,15.5,,82.0,,MitcEl00
303,304.0,Cordarrelle Patterson,ATL,RB,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,119.0,4.76,0.0,5.0,5.0,23.0,4.6,0.0,0.0,0.0,0.0,,,14.0,19.2,22.2,16.7,,79.0,,PattCo00
304,305.0,Byron Pringle,WAS,WR,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,13.0,156.0,12.0,0.0,1.0,1.0,0.0,,,14.0,26.6,30.6,20.1,,127.0,,PrinBy00
305,306.0,Stone Smartt,LAC,TE,25.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,3.0,80.0,26.67,1.0,0.0,0.0,1.0,,,14.0,17.0,17.0,15.5,,52.0,,SmarSt00
306,307.0,Irv Smith Jr.,CIN,TE,25.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,16.0,97.0,6.06,1.0,1.0,1.0,1.0,,,14.0,29.7,30.7,21.7,,54.0,,SmitIr01
307,308.0,Josh Whyle,TEN,TE,24.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,78.0,9.75,1.0,0.0,0.0,1.0,,,14.0,21.8,21.8,17.8,,53.0,,WhylJo01
308,309.0,Brock Wright,DET,TE,25.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,10.0,77.0,7.7,1.0,0.0,0.0,1.0,,,14.0,23.7,23.7,18.7,,55.0,,WrigBr01
309,310.0,John Bates,WAS,TE,26.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,15.0,131.0,8.73,0.0,0.0,0.0,0.0,,,13.0,28.1,31.1,20.6,,56.0,,BateJo00
310,311.0,Chase Claypool,2TM,WR,25.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,5.0,66.0,13.2,1.0,0.0,0.0,1.0,,,13.0,17.6,17.6,15.1,,130.0,,ClayCh01
311,312.0,Isaiah Likely,BAL,TE,23.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,13.0,129.0,9.92,0.0,0.0,0.0,0.0,,,13.0,25.9,28.9,19.4,,57.0,,LikeIs00
312,313.0,Terrace Marshall Jr.,CAR,WR,23.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,18.0,134.0,7.44,0.0,1.0,0.0,0.0,,,13.0,31.4,34.4,22.4,,128.0,,MarsTe00
313,314.0,John Metchie,HOU,WR,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,11.0,129.0,11.73,0.0,0.0,0.0,0.0,,,13.0,23.9,26.9,18.4,,129.0,,MetcJo00
314,315.0,Ameer Abdullah,LVR,RB,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,6.0,0.0,17.0,12.0,85.0,7.08,0.0,0.0,0.0,0.0,,,12.0,23.5,23.5,17.5,,84.0,,AbduAm00
315,316.0,Andrew Beck,HOU,RB,27.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.6,1.0,5.0,4.0,14.0,3.5,0.0,1.0,1.0,2.0,,,12.0,15.7,16.7,13.7,,83.0,,BeckAn01
316,317.0,Harrison Bryant,CLE,TE,25.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.6,0.0,10.0,5.0,12.0,2.4,2.0,1.0,1.0,2.0,,,12.0,17.0,18.0,14.5,,58.0,,BryaHa00
317,318.0,Brevin Jordan,HOU,TE,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,6.0,60.0,10.0,1.0,0.0,0.0,1.0,,,12.0,18.0,18.0,15.0,,59.0,,JordBr00
318,319.0,Tucker Kraft,GNB,TE,23.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,7.0,58.0,8.29,1.0,0.0,0.0,1.0,,,12.0,18.8,18.8,15.3,,60.0,,KrafTu00
319,320.0,Laviska Shenault Jr.,CAR,WR,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,55.0,4.58,0.0,10.0,10.0,60.0,6.0,0.0,1.0,0.0,0.0,,,12.0,21.5,21.5,16.5,,131.0,,ShenLa00
320,321.0,Cole Turner,WAS,TE,23.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,10.0,118.0,11.8,0.0,0.0,0.0,0.0,,,12.0,21.8,24.8,16.8,,61.0,,TurnCo00
321,322.0,C.J. Uzomah,NYJ,TE,30.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,8.0,58.0,7.25,1.0,0.0,0.0,1.0,,,12.0,19.8,19.8,15.8,,62.0,,UzomC.00
322,323.0,Ronnie Bell,SFO,WR,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.0,51.0,12.75,1.0,0.0,0.0,1.0,,,11.0,15.1,15.1,13.1,,133.0,,BellRo01
323,324.0,Will Dissly,SEA,TE,27.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,10.0,108.0,10.8,0.0,0.0,0.0,0.0,,,11.0,20.8,23.8,15.8,,64.0,,DissWi00
324,325.0,Luke Farrell,JAX,TE,26.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,10.0,111.0,11.1,0.0,0.0,0.0,0.0,,,11.0,21.1,24.1,16.1,,63.0,,FarrLu00
325,326.0,Jalen Guyton,LAC,WR,26.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,5.0,45.0,9.0,1.0,0.0,0.0,1.0,,,11.0,15.5,15.5,13.0,,134.0,,GuytJa01
326,327.0,Lil'Jordan Humphrey,DEN,WR,25.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,53.0,8.83,1.0,0.0,0.0,1.0,,,11.0,17.3,17.3,14.3,,132.0,,HumpLi01
327,328.0,A.T. Perry,NOR,WR,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,45.0,15.0,1.0,0.0,0.0,1.0,,,11.0,13.5,13.5,12.0,,135.0,,PerrAT00
328,329.0,Chris Rodriguez,WAS,RB,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,125.0,5.21,0.0,1.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,,,11.0,12.0,16.0,11.5,,85.0,,RodrCh00
329,330.0,Tyler Scott,CHI,WR,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,7.33,0.0,20.0,10.0,81.0,8.1,0.0,1.0,1.0,0.0,,,11.0,20.5,21.5,15.5,,136.0,,ScotTy00
330,331.0,Emanuel Wilson,GNB,RB,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,85.0,6.07,0.0,5.0,4.0,23.0,5.75,0.0,1.0,0.0,0.0,,,11.0,14.8,14.8,12.8,,86.0,,WilsEm00
331,332.0,Jameis Winston,NOR,QB,29.0,4.0,0.0,23.0,42.0,223.0,2.0,3.0,3.0,-4.0,-1.33,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,11.0,10.5,13.5,13.5,,45.0,,WinsJa00
